6218599a5aee126c0f85d6b2,Long-Term Management Problems in Restless Legs Syndrome (RLS)/Willis-Ekbom Disease (WED),,[{'name': 'Sudhansu Chokroverty'}],,,
53e998fdb7602d9702139e17,Performance analysis of RLS based channel estimation in UWB OFDM system,,"[{'geo_id': '5b86c9fbe1cd8e14a3d72296', 'id': '5440a113dabfae7d84b93b1a', 'name': 'C. Venkatesh', 'org': 'Muthayammal Engineering College, Rasipuram, Tamilnadu, India'}, {'geo_id': '5b86c9fbe1cd8e14a3d72296', 'id': '53f43918dabfaee02ace478a', 'name': 'M. Madheswaran', 'org': 'Muthayammal Engineering College, Rasipuram, Tamilnadu, India'}]","Ultra Wideband (UWB) communication is one of the key technology for high data rate networks over short range communication. The ultra wide bandwidth offers pulses with very short duration that provides frequency diversity and multipath resolution. UWB OFDM communication is proposed for physical layer in the IEEE 802.15.3a standard which covers wideband communication for wireless personal area networks (WPANs). Channel estimation is very important for OFDM based UWB system because of its coherent demodulation and channel is time varying. This paper proposes a new blind adaptive channel estimation technique based on orthogonal iteration method for UWB OFDM communication. The channel parameters are adaptively estimated in the proposed method which is based on recursive least square method. The proposed method distinguishes itself from many previously reported channel estimation methods by eliminating the training bits, thereby increasing the channel efficiency. The proposed method is compared with LS based blind channel estimation method in various aspects by computer simulations.",,https://cz5waila03cyo0tux1owpyofgoryroob.oss-cn-beijing.aliyuncs.com/91/C4/15/91C4158883340D5EFC5816E5EDC38BC7.pdf
5c757036f56def97986d09a7,Introgression of the Rl adg allele of resistance to potato leafroll virus in Solanum tuberosum L.,,"[{'id': '53f437c0dabfaee1c0aa9b0b', 'name': 'Otávio Luiz Gomes Carneiro', 'org': 'Univ Sao Paulo, Escola Super Agr Luiz de Queiroz ESALQ, Dept Genet, Ave Padua Dias 11, BR-13418900 Piracicaba, SP, Brazil', 'orgid': '5f71b30e1c455f439fe40215', 'orgs': ['Univ Sao Paulo, Escola Super Agr Luiz de Queiroz ESALQ, Dept Genet, Ave Padua Dias 11, BR-13418900 Piracicaba, SP, Brazil']}, {'id': '53f43095dabfaedd74d5f667', 'name': 'Silvia Regina Rodrigues de Paula Ribeiro', 'org': 'Univ Fed Lavras UFLA, Dept Biol, Campus UFLA,CP 3037, BR-37200000 Lavras, MG, Brazil', 'orgid': '5f71b28e1c455f439fe3cacf', 'orgs': ['Univ Fed Lavras UFLA, Dept Biol, Campus UFLA,CP 3037, BR-37200000 Lavras, MG, Brazil']}, {'name': 'Carolina Mariane Moreira', 'org': 'Inst Fed Educ Ciencia & Tecnol Sul Minas Gerais, Campus Pocos Caldas,Ave Dirce Pereira Rosa 300, BR-37713100 Pocos De Caldas, MG, Brazil', 'orgid': '5f71b28e1c455f439fe3cacf', 'orgs': ['Inst Fed Educ Ciencia & Tecnol Sul Minas Gerais, Campus Pocos Caldas,Ave Dirce Pereira Rosa 300, BR-37713100 Pocos De Caldas, MG, Brazil']}, {'name': 'Marcio Lisboa Guedes', 'org': 'Univ Fed Lavras UFLA, Dept Biol, Campus UFLA,CP 3037, BR-37200000 Lavras, MG, Brazil', 'orgid': '5f71b28e1c455f439fe3cacf', 'orgs': ['Univ Fed Lavras UFLA, Dept Biol, Campus UFLA,CP 3037, BR-37200000 Lavras, MG, Brazil']}, {'name': 'Danilo Hottis Lyra', 'org': 'Univ Sao Paulo, Escola Super Agr Luiz de Queiroz ESALQ, Dept Genet, Ave Padua Dias 11, BR-13418900 Piracicaba, SP, Brazil', 'orgid': '5f71b30e1c455f439fe40215', 'orgs': ['Univ Sao Paulo, Escola Super Agr Luiz de Queiroz ESALQ, Dept Genet, Ave Padua Dias 11, BR-13418900 Piracicaba, SP, Brazil']}, {'email': 'cesarbrasil@dbi.ufla.br', 'id': '53f43941dabfaedd74dbbbc2', 'name': 'César Augusto Brasil Pereira Pinto', 'org': 'Univ Fed Lavras UFLA, Dept Biol, Campus UFLA,CP 3037, BR-37200000 Lavras, MG, Brazil', 'orgid': '5f71b28e1c455f439fe3cacf', 'orgs': ['Univ Fed Lavras UFLA, Dept Biol, Campus UFLA,CP 3037, BR-37200000 Lavras, MG, Brazil']}]","Genetic resistance to Potato Leafroll Virus (PLRV) is polygenic, which hinders the obtainment of resistant cultivars. However, works carried out at the International Potato Center have identified an andigena accession, LOP-868, with high resistance level and low accumulation of PLRV due to the gene of major effect Rl(adg). We verify the transfer of the Rl(adg) allele to clones of the cross between LOP-868 and UFLA clones, by using the SCAR RGASC850 molecular marker; to evaluate the reaction of these clones to PLRV by inoculating the virus using aphids; and to analyze their agronomic performance of clones. Among the clones inoculated with viruliferous aphids, 49.3% were negative to the serological test, indicating possible resistance. Clones containing the Rl(adg) allele were identified by the RGASC850 molecular marker, which demonstrates the possibility of transferring the Rl(adg) allele of resistance to PLRV from LOP-868 to Solanum tuberosum. Some clones that presented the Rl(adg) allele are also promising for agronomic performance.",,
53e9a818b7602d970315b19a,Online adaptive estimation of sparse signals: where RLS meets the l1-norm,,"[{'geo_id': '5b86b6cee1cd8e14a34cfffa', 'id': '53f45da6dabfaefedbb69589', 'name': 'Daniele Angelosante', 'org': 'Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN', 'orgid': '5f71b2a31c455f439fe3d3cf', 'orgs': ['Univ Minnesota, Dept Elect & Comp Engn, Minneapolis, MN 55455 USA']}, {'geo_id': '5b86b6cee1cd8e14a34cfffa', 'id': '53f48169dabfaee43ed584ba', 'name': 'Juan Andrés Bazerque', 'org': 'Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN', 'orgid': '5f71b2a31c455f439fe3d3cf', 'orgs': ['Univ Minnesota, Dept Elect & Comp Engn, Minneapolis, MN 55455 USA']}, {'geo_id': '5b86b6cee1cd8e14a34cfffa', 'name': 'Georgios B. Giannakis', 'org': 'Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN', 'orgid': '5f71b2a31c455f439fe3d3cf', 'orgs': ['Univ Minnesota, Dept Elect & Comp Engn, Minneapolis, MN 55455 USA']}]","Using the l1-norm to regularize the least-squares criterion, the batch least-absolute shrinkage and selection operator (Lasso) has well-documented merits for estimating sparse signals of interest emerging in various applications where observations adhere to parsimonious linear regression models. To cope with high complexity, increasing memory requirements, and lack of tracking capability that batch Lasso estimators face when processing observations sequentially, the present paper develops a novel time-weighted Lasso (TWL) approach. Performance analysis reveals that TWL cannot estimate consistently the desired signal support without compromising rate of convergence. This motivates the development of a time- and norm-weighted Lasso (TNWL) scheme with l1-norm weights obtained from the recursive least-squares (RLS) algorithm. The resultant algorithm consistently estimates the support of sparse signals without reducing the convergence rate. To cope with sparsity-aware recursive real-time processing, novel adaptive algorithms are also developed to enable online coordinate descent solvers of TWL and TNWL that provably converge to the true sparse signal in the time-invariant case. Simulated tests compare competing alternatives and corroborate the performance of the novel algorithms in estimating time-invariant signals, and tracking time-varying signals under sparsity constraints.",,
62ac397a5aee126c0f4c6248,Evo-RL,,"[{'name': 'Ahmed Hallawa', 'org': 'RWTH Aachen University, Aachen, Germany', 'orgs': ['RWTH Aachen University, Aachen, Germany']}, {'name': 'Thorsten Born', 'org': 'RWTH Aachen University, Aachen, Germany', 'orgs': ['RWTH Aachen University, Aachen, Germany']}, {'name': 'Anke Schmeink', 'org': 'RWTH Aachen University, Aachen, Germany', 'orgs': ['RWTH Aachen University, Aachen, Germany']}, {'name': 'Guido Dartmann', 'org': 'Trier University of Applied Sciences, Trier, Germany', 'orgs': ['Trier University of Applied Sciences, Trier, Germany']}, {'name': 'Arne Peine', 'org': 'University Hospital Aachen, Aachen, Germany', 'orgs': ['University Hospital Aachen, Aachen, Germany']}, {'name': 'Lukas Martin', 'org': 'University Hospital Aachen, Aachen, Germany', 'orgs': ['University Hospital Aachen, Aachen, Germany']}, {'name': 'Giovanni Iacca', 'org': 'University of Trento, Trento, Italy', 'orgs': ['University of Trento, Trento, Italy']}, {'name': 'A. E. Eiben', 'org': 'Vrije Universiteit Amsterdam, Amsterdam, The Netherlands', 'orgs': ['Vrije Universiteit Amsterdam, Amsterdam, The Netherlands']}, {'name': 'Gerd Ascheid', 'org': 'RWTH Aachen University, Aachen, Germany', 'orgs': ['RWTH Aachen University, Aachen, Germany']}]",,,
5c5ce4c617c44a400fc37d42,Rl And Ann Based Modular Path Planning Controller For Resource-Constrained Robots In The Indoor Complex Dynamic Environment,,"[{'email': 'zakir@ict.ac.cn', 'id': '53f4618ddabfaedd74e5625c', 'name': 'Zakir Ullah', 'org': 'Univ Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China', 'orgs': ['Univ Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China', 'Univ Chinese Acad Sci, Beijing 100049, Peoples R China']}, {'id': '5429e2cadabfaec7081c4cdb', 'name': 'Zhiwei Xu', 'org': 'Univ Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China', 'orgs': ['Univ Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China', 'Univ Chinese Acad Sci, Beijing 100049, Peoples R China']}, {'id': '56089baa45cedb3396d1547a', 'name': 'Zhang Lei', 'org': 'Univ Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China', 'orgs': ['Univ Chinese Acad Sci, Inst Comp Technol, State Key Lab Comp Architecture, Beijing 100190, Peoples R China']}, {'id': '5619585045ce1e5964325e9c', 'name': 'Libo Zhang', 'org': 'Chinese Acad Sci, Inst Software, Beijing 100049, Peoples R China', 'orgs': ['Chinese Acad Sci, Inst Software, Beijing 100049, Peoples R China']}, {'id': '562b595645cedb3398a183e7', 'name': 'Waheed Ullah', 'org': 'Univ Peshawar, Shaykh Zayed Islamic Ctr, Peshawar 25120, Pakistan', 'orgid': '5f71b3191c455f439fe40719', 'orgs': ['Univ Peshawar, Shaykh Zayed Islamic Ctr, Peshawar 25120, Pakistan']}]","Traditional Reinforcement Learning (RL) approaches are designed to work well in static environments. In many real-world scenarios, the environments are complex and dynamic, in which the performance of traditional RL approaches may drastically degrade. One of the factors which results in the dynamicity and complexity of the environment is a change in the position and number of obstacles. This paper presents a path planning approach for autonomous mobile robots in a complex dynamic indoor environment, where the dynamic pattern of obstacles will not drastically affect the performance of RL models. Two independent modules, collision avoidance without considering the goal position and goal-seeking without considering obstacles avoidance, are trained independently using artificial neural networks and RL to obtain their best control policies. Then, a switching function is used to combine the two trained modules for realizing the obstacle avoidance and global path planning in a complex dynamic indoor environment. Furthermore, this control system is designed with a special focus on the computational and memory requirements of resource-constrained robots. The design was tested in a real-world environment on a mini-robot with constrained resources. Along with the static and dynamic obstacles' avoidance, this system has the ability to achieve both static and dynamic targets. This control system can also be used to train a robot in the real world using RL when the robot cannot afford to collide. Robot behavior in the real ground shows a very strong correlation with the simulation results.",,https://cz5waila03cyo0tux1owpyofgoryroob.oss-cn-beijing.aliyuncs.com/54/EB/14/54EB14973A61A0E607FB16100FBAC1BD.pdf
5d9daffd3a55acf9a9d0697d,TorchBeast: A PyTorch Platform for Distributed RL,,"[{'id': '5629444945ce1e59663083de', 'name': 'Küttler Heinrich'}, {'id': '5d50c3c17390bff0db2a8cb8', 'name': 'Nardelli Nantas'}, {'id': '63791099d49364c9ac9b3982', 'name': 'Lavril Thibaut'}, {'name': 'Selvatici Marco'}, {'name': 'Sivakumar Viswanath'}, {'id': '562d539b45cedb3398dc6811', 'name': 'Rocktäschel Tim'}, {'id': '53f38190dabfae4b349f9e36', 'name': 'Grefenstette Edward'}]","  TorchBeast is a platform for reinforcement learning (RL) research in PyTorch. It implements a version of the popular IMPALA algorithm for fast, asynchronous, parallel training of RL agents. Additionally, TorchBeast has simplicity as an explicit design goal: We provide both a pure-Python implementation (""MonoBeast"") as well as a multi-machine high-performance version (""PolyBeast""). In the latter, parts of the implementation are written in C++, but all parts pertaining to machine learning are kept in simple Python using PyTorch, with the environments provided using the OpenAI Gym interface. This enables researchers to conduct scalable RL research using TorchBeast without any programming knowledge beyond Python and PyTorch. In this paper, we describe the TorchBeast design principles and implementation and demonstrate that it performs on-par with IMPALA on Atari. TorchBeast is released as an open-source package under the Apache 2.0 license and is available at \url{https://github.com/facebookresearch/torchbeast}. ",,https://static.aminer.cn/storage/pdf/arxiv/19/1910/1910.03552.pdf
6348eaab90e50fcafd7afde8,Elaboration of a blended binder based on marls from phosphate mines waste rocks,,"[{'email': 'amineelmahdi.safhi@um6p.ma', 'name': 'Amine el Mahdi Safhi', 'org': 'Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'orgs': ['Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'Corresponding author.']}, {'name': 'Yassine Taha', 'org': 'Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'orgs': ['Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco']}, {'name': 'Mustapha El Ghorfi', 'org': 'Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'orgs': ['Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'Cadi Ayyad University (UCA), Faculty of Science and Technology, Marrakech, Morocco']}, {'name': 'Rachid Hakkou', 'org': 'Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'orgs': ['Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'Cadi Ayyad University (UCA), Faculty of Science and Technology, Marrakech, Morocco']}, {'name': 'Mostafa Benzaazoua', 'org': 'Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco', 'orgs': ['Mohammed VI Polytechnic University (UM6P), EMEC Program, Benguerir, Morocco']}]","•CM could be incorporated up to 40 wt% without mitigating the compressive strength.•20 wt% results in better performances and strength compared to the reference mortar.•40–80 wt% replacement, the blend can be used as a binder for masonry mortar.•100 % CM achieved 10 MPa at 28-d, it can be used as a binder for repairing historical building.",,
6229f4255aee126c0f3ef6bd,"The Development of the Eocene Platform Carbonates from Wells in the Middle Adriatic Off-Shore Area, Croatia",,"[{'name': 'Vlasta Tari Kovačić', 'org': 'INA - Naftaplin', 'orgs': ['INA - Naftaplin']}]","In the Middle Adriatic deep off-shore wells the following sedimentary faciess exist: fenestral and Charophyte limestone facies (X); facies of foraminiferal wackestone-packstone, ostracod marls and fine grained breccia conglomerate (A): facies of foraminiferal packstonegrainstone (B) and miliolidal mudstone-wackestone (C): facies of porous limestone?, grainstone? (Y): facies of fossiliferous mudstonepackstone (D); algal bound stone/bindstone and wackestone facies (E): facies of the foraminiferal mudstone-packstone (F); Nummulites - Discocyclina floatstone-packstone and grainstone-rudstone facies (G). The sediments were deposited close to the carbonate platform margin. Beds of facies X have an uncertain stratigraphic position; younger than the Cretaceous but older than the Cuisian. A transgressive sequence that is composed of facies A, B, C and Y was formed during the Cuisian, whereas the others belong to Lutetian (and Biarritzian). At the end of the Middle Eocene they were tectonically compressed and covered by flysch deposits. Good stratigraphic correlation between the wells along the Dinaric strike strongly suggests that the facics are laterally extensive in this direction. Perpendicular to the trend they arc considerably reduced. Oil shows in the Kate- I well originated from the Lower Cretaceous so surce rocks (evaporite complex).",,
5f0eba719fced0a24b4f15bf,Modeling of RL-Cities,,"[{'name': 'J.  Pavlicek'}, {'name': 'J.  Hulin'}, {'name': 'D.  Matejovska'}, {'name': 'H.'}, {'name': 'Achten'}]","In this paper we present an outline of a newly started project to develop a city generator for use in urban planning. The aim of the project is to develop a rule-based system which is capable of generation lookalike cities. Lookalike cities are cities which resemble real life cities without being an exact copy of it. A city consists of several zones; each zone has it own identity. In order to generate lookalike cities, these zone-identities need to be capture into rules which the system can ‘read’.",,
55a44963c91b587b097592a9,Clinical significance of RLS.,,"[{'email': 'waheningmd@aol.com', 'geo_id': '5b86c6cfe1cd8e14a3c00264', 'id': '5630da8645ceb49c5ddb80e2', 'name': 'Wayne A. Hening', 'org': 'UMDNJ, Robert Wood Johnson Med Sch, New Brunswick, NJ USA', 'orgid': '5f71b2ae1c455f439fe3d7b1', 'orgs': ['UMDNJ, Robert Wood Johnson Med Sch, New Brunswick, NJ USA']}, {'id': '562dca8b45ce1e5967ad3a45', 'name': 'Richard P. Allen', 'org': 'Johns Hopkins Univ, Dept Neurol, Baltimore, MD USA', 'orgid': '62331e350a6eb147dca8a818', 'orgs': ['Johns Hopkins Univ, Dept Neurol, Baltimore, MD USA']}, {'id': '614476819e795e1aec98bdd4', 'name': 'K. Ray Chaudhuri', 'org': 'Kings Coll Hosp London, Lewisham Hosp, Natl Parkinson Fdn Ctr Excellence, Kings Coll,Inst Psychiat,Natl RLS Clin, London, England', 'orgid': '61e69d7568962734657419ea', 'orgs': ['Kings Coll Hosp London, Lewisham Hosp, Natl Parkinson Fdn Ctr Excellence, Kings Coll,Inst Psychiat,Natl RLS Clin, London, England']}, {'id': '5633b9ae45cedb339ab95201', 'name': 'Magdolna Hornyak', 'org': 'Univ Med Hosp Freiburg, Dept Psychiat & Psychotherapy, Freiburg, Germany', 'orgs': ['Univ Med Hosp Freiburg, Dept Psychiat & Psychotherapy, Freiburg, Germany']}, {'id': '5633666645cedb339a9a0cc4', 'name': 'Hochang B. Lee', 'org': 'Johns Hopkins Univ, Dept Psychiat, Baltimore, MD 21218 USA', 'orgid': '62331e350a6eb147dca8a818', 'orgs': ['Johns Hopkins Univ, Dept Psychiat, Baltimore, MD 21218 USA']}, {'id': '5631758645ceb49c5e13ae44', 'name': 'John Winkelman', 'org': 'Brigham & Womens Hosp, Harvard Med Sch, Dept Med, Div Sleep Med, Boston, MA USA', 'orgs': ['Brigham & Womens Hosp, Harvard Med Sch, Dept Med, Div Sleep Med, Boston, MA USA']}, {'id': '562bc20b45ce1e5967144a75', 'name': 'Robert Yoakum', 'org': 'RLS Fdn, Rochester, MN USA', 'orgs': ['RLS Fdn, Rochester, MN USA']}]","While the restless legs syndrome (RLS) may have been known in antiquity, it has only recently come to medical attention. Individuals with RLS fall along a spectrum from mild, infrequent symptoms to those with severe daily life-impairing discomforts and sleep disruption. These problems can cause impaired mood, daytime fatigue, cognitive difficulties, and inability to participate in a variety of quiet activities. This leads to a general reduction in quality of life similar to other significant psychiatric and medical disorders. Recent studies suggest that RLS may be a risk factor for developing both psychiatric disorders (such as major depression and anxiety) and somatic diseases (such as hypertension and cardiovascular disease). In dialysis patients, RLS has been found to be a risk factor for mortality, Therefore, those with RLS who have clinically significant symptoms suffer increased morbidity and are at risk for impaired long-term medical outcomes. (C) 2007 Movement Disorder Society.",,https://cz5waila03cyo0tux1owpyofgoryroob.oss-cn-beijing.aliyuncs.com/BD/AE/D3/BDAED3106C02F98CD2C59B2A00FD2A2A.pdf
